Record ID,Car Name,Problem Classification,Problem Description,Severity,Diagnosis,How to Fix the Problem,Solution Used,ECU Data,Service History,Repair Status,Results
171,Toyota Tacoma 2022,Battery,Battery warning light,Low,Starter motor failure,Replace battery and test charging system,Replaced failure,None,Transmission service 2 years ago,Fixed,Resolved
172,Kia Stinger 2020,Engine,Smoke from exhaust,High,Catalytic converter issue,Replace fuel pump,Replaced issue,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
173,Nissan Versa 2022,Battery,Clicking sound when starting,Low,Dead battery,Replace alternator and test battery condition,Repair in progress,P0301,Coolant flush last year,In Progress,Monitoring
174,Kia Forte 2018,Battery,Battery warning light,Low,Dead battery,Replace battery and test charging system,Replaced battery,P0500,Battery replaced 1 year ago,Fixed,Resolved
175,BMW X3 2023,Electrical,Battery drains fast,Low,Window regulator motor,Replace alternator and test battery condition,Replaced motor,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
176,Kia Niro 2023,Battery,Battery warning light,Medium,Starter motor failure,Test charging system,Test charging system,P0300,Regular maintenance,Fixed,Resolved
177,Hyundai Elantra 2022,Transmission,Transmission overheating,Medium,Clutch pack wear,Refill transmission fluid,Refill transmission fluid,P0420,Oil changed 6 months ago,Fixed,Resolved
178,Nissan Sentra 2018,Engine,Engine stalling,High,Catalytic converter issue,Replace faulty ignition coil and spark plugs,Replaced issue,P0300,Oil changed 6 months ago,Fixed,Resolved
179,Chevrolet Colorado 2023,Battery,Battery warning light,Low,Dead battery,Replace alternator and test battery condition,Replaced battery,P0400,Battery replaced 1 year ago,Fixed,Resolved
180,Nissan Frontier 2017,Brakes,Vibration when braking,Medium,Worn brake pads,Resurface or replace rotors,Replaced pads,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
181,BMW X5 2018,Transmission,Transmission overheating,Medium,Transmission fluid thick,Refill transmission fluid,Pending refill transmission fluid,P0200,Brake service 1 year ago,Not Fixed,Unresolved
182,BMW 7 Series 2022,Transmission,Transmission overheating,High,Transmission fluid thick,Replace transmission fluid,Replaced thick,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
183,Kia Forte 2019,Engine,Engine overheating,High,Catalytic converter issue,Replace spark plugs,Pending replace spark plugs,P0430,Battery replaced 1 year ago,Not Fixed,Unresolved
184,Chevrolet Blazer 2019,Battery,Clicking sound when starting,High,Faulty alternator,Replace battery and test charging system,Replaced alternator,None,Brake service 1 year ago,Fixed,Resolved
185,Mercedes GLE 2018,Engine,Check engine light on,High,Timing belt failure,Replace spark plugs,Replaced failure,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
186,Mercedes GLC 2021,Brakes,Soft brake pedal,Medium,Worn pads,Replace brake pads and rotors,Replaced pads,None,Regular maintenance,Fixed,Resolved
187,Chevrolet Blazer 2015,Electrical,Car wont start,Low,Loose wiring,Check and repair loose or damaged wiring connections,Repair in progress,P0301,Oil changed 6 months ago,In Progress,Monitoring
188,Hyundai Elantra 2015,Transmission,Transmission overheating,Medium,Clutch pack wear,Perform transmission service and inspect for internal damage,Pending perform transmission service,P0300,Battery replaced 1 year ago,Not Fixed,Unresolved
189,Mercedes G-Class 2022,Electrical,Power window failure,Low,Dead battery,Replace alternator and test battery condition,Replaced battery,P0011,Oil changed 6 months ago,Fixed,Resolved
190,BMW X1 2017,Engine,Engine overheating,High,Spark plug wear,Replace fuel pump,Replaced wear,None,Spark plugs replaced 2 years ago,Fixed,Resolved
191,Mercedes A-Class 2016,Brakes,Brake pedal hard,High,Worn pads,Replace brake pads and resurface rotors,Replaced pads,None,Transmission service 2 years ago,Fixed,Resolved
192,Chevrolet Traverse 2019,Transmission,Gear shift hard,High,Clutch pack wear,Replace clutch packs,Replaced wear,P0430,Brake service 1 year ago,Fixed,Resolved
193,Honda Passport 2019,Electrical,Car wont start,Low,Window regulator motor,Replace alternator and test battery condition,Replaced motor,P0430,Coolant flush last year,Fixed,Resolved
194,Chevrolet Trailblazer 2017,Brakes,Squealing brakes,Medium,Low brake fluid,Resurface or replace rotors,Replaced fluid,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
195,Chevrolet Trailblazer 2016,Battery,Battery warning light,Low,Starter motor failure,Replace battery and test charging system,Pending replace battery,None,Brake service 1 year ago,Not Fixed,Unresolved
196,Mercedes GLC 2017,Transmission,Transmission overheating,High,Transmission solenoid,Perform transmission service and inspect for internal damage,Perform transmission service,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
197,Mercedes GLB 2015,Brakes,Squealing brakes,Medium,Warped rotors,Refill brake fluid,Refill brake fluid,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
198,Hyundai Elantra 2021,Transmission,Gear grinding,Medium,Transmission fluid low,Replace clutch packs,Replaced low,P0301,Regular maintenance,Fixed,Resolved
199,Toyota Corolla 2022,Engine,Engine overheating,High,Timing belt failure,Replace faulty ignition coil and spark plugs,Replaced failure,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
200,Nissan Armada 2021,Brakes,Brake pedal hard,Medium,Warped rotors,Replace brake pads and resurface rotors,Replaced rotors,None,Oil changed 6 months ago,Fixed,Resolved
201,Nissan Versa 2017,Electrical,Dashboard flickering,Low,Wiring issue,Replace alternator and test battery condition,Replaced issue,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
202,Nissan Pathfinder 2018,Brakes,Brake noise,Medium,Worn pads,Replace brake pads and rotors,Replaced pads,None,None,Fixed,Resolved
203,Nissan Leaf 2015,Electrical,Headlights flicker,Medium,Wiring issue,Check and repair loose or damaged wiring connections,Check and repair wiring,Multiple codes,None,Fixed,Resolved
204,Toyota 4Runner 2022,Electrical,Power window failure,Low,Loose wiring,Check and repair loose or damaged wiring connections,Check and repair wiring,None,Coolant flush last year,Fixed,Resolved
205,Kia Telluride 2019,Electrical,Power window failure,Low,Loose wiring,Replace battery and test charging system,Replaced wiring,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
206,Nissan Versa 2022,Engine,Engine overheating,High,Timing belt failure,Replace fuel pump,Replaced failure,P0301,Oil changed 6 months ago,Fixed,Resolved
207,Nissan Sentra 2023,Brakes,Squealing brakes,Medium,Worn pads,Replace brake pads and rotors,Pending replace brake pads and rotors,P0100,None,Not Fixed,Unresolved
208,Nissan Kicks 2023,Battery,Battery drains fast,Medium,Charging system fault,Replace alternator and test battery condition,Replaced fault,Multiple codes,Regular maintenance,Fixed,Resolved
209,Kia Sorento 2023,Electrical,Dashboard flickering,Medium,Faulty alternator,Replace battery and test charging system,Replaced alternator,None,Regular maintenance,Fixed,Resolved
210,Mercedes GLE 2022,Electrical,Battery drains fast,Low,Faulty alternator,Check and repair loose or damaged wiring connections,Check and repair wiring,Multiple codes,Regular maintenance,Fixed,Resolved
211,BMW X5 2018,Brakes,Squealing brakes,High,Warped rotors,Replace brake pads and rotors,Replaced rotors,P0301,Coolant flush last year,Fixed,Resolved
212,Hyundai Palisade 2023,Brakes,Soft brake pedal,High,Worn master cylinder,Refill brake fluid,Refill brake fluid,None,Coolant flush last year,Fixed,Resolved
213,Nissan Altima 2018,Electrical,Dashboard flickering,Low,Faulty alternator,Replace regulator motor,Pending replace regulator motor,Multiple codes,Spark plugs replaced 2 years ago,Not Fixed,Unresolved
214,Ford Focus 2020,Electrical,Car wont start,Low,Window regulator motor,Secure and repair connections,Secure and repair connections,Multiple codes,Coolant flush last year,Fixed,Resolved
215,BMW 4 Series 2022,Electrical,Battery drains fast,Low,Loose wiring,Secure and repair connections,Secure and repair connections,None,None,Fixed,Resolved
216,Toyota Corolla 2015,Engine,Smoke from exhaust,Medium,Ignition coil failure,Replace faulty ignition coil and spark plugs,Replaced failure,None,Brake service 1 year ago,Fixed,Resolved
217,BMW 7 Series 2015,Battery,Battery warning light,High,Charging system fault,Replace battery and test charging system,Replaced fault,P0400,None,Fixed,Resolved
218,Mercedes S-Class 2023,Transmission,Gear grinding,Medium,Clutch pack wear,Replace solenoid pack,Replaced wear,None,Regular maintenance,Fixed,Resolved
219,Ford Focus 2018,Battery,Clicking sound when starting,Medium,Starter motor failure,Replace starter motor,Replaced failure,P0011,Spark plugs replaced 2 years ago,Fixed,Resolved
220,Chevrolet Trailblazer 2019,Engine,Check engine light on,Medium,Catalytic converter issue,Replace timing belt,Replaced issue,P0400,None,Fixed,Resolved
221,Toyota RAV4 2016,Brakes,Soft brake pedal,High,Worn brake pads,Resurface or replace rotors,Repair in progress,Multiple codes,None,In Progress,Monitoring
222,Chevrolet Spark 2022,Transmission,Gear grinding,High,Transmission wear,Replace transmission fluid,Pending replace transmission fluid,Multiple codes,None,Not Fixed,Unresolved
223,Kia Sportage 2018,Battery,Battery drains fast,Low,Charging system fault,Replace battery and test charging system,Replaced fault,None,Spark plugs replaced 2 years ago,Fixed,Resolved
224,Mercedes A-Class 2021,Electrical,Dashboard flickering,Low,Window regulator motor,Replace alternator and test battery condition,Replaced motor,None,Regular maintenance,Fixed,Resolved
225,Nissan Frontier 2015,Transmission,Delayed shifting,Medium,Transmission solenoid,Refill transmission fluid,Refill transmission fluid,P0301,Oil changed 6 months ago,Fixed,Resolved
226,Nissan Rogue 2019,Electrical,Dashboard flickering,Low,Wiring issue,Replace alternator and test battery condition,Replaced issue,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
227,Nissan Frontier 2020,Engine,Check engine light on,High,Catalytic converter issue,Replace spark plugs,Replaced issue,None,Oil changed 6 months ago,Fixed,Resolved
228,Ford Ranger 2022,Battery,Battery warning light,Medium,Dead battery,Replace battery and test charging system,Replaced battery,None,Coolant flush last year,Fixed,Resolved
229,Toyota Tacoma 2021,Brakes,Brake pedal hard,High,Warped rotors,Replace brake pads and resurface rotors,Replaced rotors,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
230,Ford Mustang 2019,Transmission,Delayed shifting,High,Transmission fluid low,Perform transmission service and inspect for internal damage,Perform transmission service,P0200,Transmission service 2 years ago,Fixed,Resolved
231,Honda Odyssey 2019,Electrical,Car wont start,Medium,Window regulator motor,Replace regulator motor,Replaced motor,None,Transmission service 2 years ago,Fixed,Resolved
232,Nissan Frontier 2021,Transmission,Delayed shifting,High,Transmission fluid thick,Replace solenoid pack,Replaced thick,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
233,Kia EV6 2018,Brakes,Brake noise,Medium,Worn pads,Refill brake fluid,Repair in progress,Multiple codes,Battery replaced 1 year ago,In Progress,Monitoring
234,Chevrolet Camaro 2021,Transmission,Delayed shifting,Medium,Transmission fluid thick,Perform transmission service and inspect for internal damage,Pending perform transmission service,Multiple codes,Oil changed 6 months ago,Not Fixed,Unresolved
235,Mercedes C-Class 2022,Electrical,Car wont start,Medium,Faulty alternator,Check and repair loose or damaged wiring connections,Check and repair wiring,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
236,Hyundai Sonata 2019,Electrical,Car wont start,Low,Dead battery,Check and repair loose or damaged wiring connections,Check and repair wiring,P0420,Spark plugs replaced 2 years ago,Fixed,Resolved
237,Mercedes GLA 2023,Engine,Engine overheating,Medium,Fuel pump issue,Replace fuel pump,Replaced issue,None,Brake service 1 year ago,Fixed,Resolved
238,Kia Forte 2015,Battery,Battery warning light,Low,Starter motor failure,Test charging system,Test charging system,P0011,Brake service 1 year ago,Fixed,Resolved
239,Mercedes G-Class 2018,Brakes,Brake noise,High,Low brake fluid,Refill brake fluid,Refill brake fluid,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
240,Toyota Prius 2016,Transmission,Delayed shifting,High,Transmission wear,Perform transmission service and inspect for internal damage,Perform transmission service,None,Coolant flush last year,Fixed,Resolved
241,Kia Carnival 2018,Battery,Battery warning light,Medium,Starter motor failure,Test charging system,Test charging system,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
242,Honda HR-V 2015,Engine,Check engine light on,Medium,Spark plug wear,Replace the catalytic converter with a new OEM part,Replaced wear,Multiple codes,Brake service 1 year ago,Fixed,Resolved
243,Ford Bronco 2017,Transmission,Transmission overheating,High,Transmission solenoid,Replace solenoid pack,Replaced solenoid,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
244,Nissan Kicks 2015,Battery,Battery drains fast,Medium,Charging system fault,Test charging system,Test charging system,None,Brake service 1 year ago,Fixed,Resolved
245,Honda Insight 2016,Battery,Battery drains fast,Low,Starter motor failure,Replace starter motor,Replaced failure,P0011,Battery replaced 1 year ago,Fixed,Resolved
246,Kia EV6 2021,Battery,Battery warning light,Low,Dead battery,Replace starter motor,Replaced battery,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
247,Hyundai Nexo 2016,Electrical,Battery drains fast,Low,Wiring issue,Secure and repair connections,Secure and repair connections,P0100,Oil changed 6 months ago,Fixed,Resolved
248,Nissan Kicks 2017,Battery,Battery warning light,Low,Charging system fault,Replace alternator and test battery condition,Replaced fault,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
249,Ford Expedition 2019,Electrical,Headlights flicker,Medium,Faulty alternator,Replace battery and test charging system,Replaced alternator,None,Battery replaced 1 year ago,Fixed,Resolved
250,Chevrolet Colorado 2023,Battery,Battery warning light,High,Charging system fault,Test charging system,Test charging system,P0302,Oil changed 6 months ago,Fixed,Resolved
251,Toyota Highlander 2019,Engine,Engine overheating,Medium,Ignition coil failure,Replace fuel pump,Replaced failure,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
252,Mercedes E-Class 2016,Transmission,Transmission overheating,Medium,Transmission fluid thick,Replace clutch packs,Replaced thick,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
253,Chevrolet Colorado 2016,Electrical,Battery drains fast,Medium,Wiring issue,Replace battery and test charging system,Replaced issue,P0011,Regular maintenance,Fixed,Resolved
